content,score
applikasi ini tdk inklusif. seharusnya developer memperhatikan aksesibilitasnya. aplikasi harus bisa diakses semua kalangan termaksud pengguna screen reader,1
AAAA MEMBANTU BANGETTT BUAT BELAJAR BAHASA INGGRIS,5
sangat membantu dalam belajar bahasa Inggris dan lain lain,5
这个应用程序可以让我说任何我想说的语言,5
"bagus banget aplikasinya bisa belajar berbagai bahasa dengan santai ,cocok buat orang yang mau belajar sambil santai sih kata aku👍",5
sagat bagus,5
bagus buat belajar,4
Duolingo cocok untuk les privat bahasa inggris dan lain lain,5
"sangat membantu untuk belajar,meskipun hanya progam yang gratis",5
keren,5
jadi tambah gampang belajar bahasa asing,5
jelek bet lu. aplikasi pelajaran malah di kasi aneh aneh. anak anak banyak belajar disini. tobat,1
"sangat membantu, jika tidak bisa berlangganan mungkin menurut saya iklan tidak begitu mengganggu, karena aplikasi ini memberi kita ilmu dan kita memberi rezeki melalui menonton iklan, aplikasi ini sangat seru, kamu wajib download, karena kita bisa belajar bahasa seperti bermain game, pokoknya recommended banget",5
sangat baik,5
"aplikasi belajar bahasa Inggris yang bagus banget. sayang ada penyimpangan di bagian 1 unit 5. jadi aku cuma kasih 2 bintang. hargai perbedaan, tolak penyimpangan!!!!!!",2
karna Duolingo membantu ku belajar bahasa Inggris menjadi lancar terimakasih Duolingo 😊😊,5
baik cuman kenapa lama dibuka 😭😭😭,5
sangat mendukun,5
"wow luas bisa . bisa saya belajar bahasa lain yaitu bahasa Inggris dan juga bahasa di luar negeri, negara ❤️❤️❤️❤️❤️❤️",5
"asal kan gak ada Emile soal nya saya gak tau Emile saya , dan semoga gak ada nomor yg gak dikenal amin. aku suka banget dan seru semoga aku bisa pintar bhs Inggris, pada hal aku ingin 4 bhs tapi gak pa-pa,ini ucapan unk Duolingo Terimakasih Duolingo agar aku bisa pintar",5
"aplikasi nya bagus buat belajar bahasa, tersedia berbagai bahasa di sini. duolingo sangat bagusss",5
keren,5
nice app for practise,5
aplikasi ini keren,5
aplikasi belajar B. Inggris yang bener2 geratis dan keren banget. selalu mengingatkan dan metode beljarnya sangat mudah di pahami,5
Baguss untuk belajar bahasa,5
bagussssss,5
"aplikasi nya bagus, bisa belajar bahasa asing mulai dari 0 dan ini rekomendasi banget sama yang mau belajar bahasa inggris, Jerman, Rusia, China, Korea, jepang dan lain lainnya.",5
"aplikasi ini sangat berguna untuk belajar banyak bahasa, aku jadi bisa belajar bahasa yang aku mauu, dan sekarang aku udah bisa bahasa Inggris sedikit, pokoknya aplikasi ini berguna, aku sangat suka, dan pelajarannya gak bikin bosen malahan bikin seruuu!",5
sangat bagus,4
bagus satu keluarga ku ketagihan belajar ini karena permata nya sangat murah dan sangat bagus,4
bagus untuk aku yang mau ulangan,4
mantap dah pokoknya,5
bagus,5
sangat membantu,5
keren untuk upgrade diri,5
"Game ini sangat baik untuk mengajarkan anak-anak saya, saya sudah bermain di Duolingo selama 15 menit, teruskan pelajaran nya ke seluruh dunia! Duolingo juga mengajarkan matematika pada yang sudah lupa atau tidak tahu, begitu pelajaran nya yang gampang sudah terkenal dan opini orang publik juga yang gampang belajar di Duolingo, sekian terimakasih Duolingo atas aplikasinya Semoga usaha aplikasimu akan tercapai, dan kamu juga semangat! Saya sudah di 12 beruntun hari ini teman teman, cukup infonya",5
bagus buat belajar berbagai bahasa dan matematika,5
bagusss sekalii,5
belajar jadi mudah😍,5
i loveeee it😃🫰🏻,5
"sangat menyenangkan kalo bisa gratis ya mempelajari yg belum pernah kita pelajari, trus menyenangkan sampai bisa lagi . belajar di duolinggo cepat bisa karena sudah di desain untuk pemula seperti saya banyak level yang di tawarkan kami bisa pilih dari yg paling muda dahulu, fitur yg ditawarkan juga sangat menarik. semoga bisa sampai lancar belajar bahasa inggris bahkan kalau bisa sampai mahir kenapa baru menggunakan seharusnya sudah dari kemarin-kemarin menggunakan aplikasi ini apalagi gratis",5
i like this,5
aplikasi ini membantu saya dalam belajar dan memahami bahasa inggris,5
"tolong untuk paket duolingo max bisa langganan bulanan tidak langsung satu tahun, terimakasih",5
"bagus banget,jadi bisa belajar bahasa inggris lop yuu duolingo",5
bagus,5
"Sempurna💯✨ aku akui belajar pakai duolingo sangat membantu, tapi aku ada saran itu kan ada tombol laporkan kalau semisal pertanyaan ataupun jawaban yang entah gimana terkadang error/salah/kurang tepat menurutku itu memang membantu tapi dari pihak duolingo jangan asal dibetulkan kalau kena laporkan dikarenakan terkadang jawaban ataupun pertanyaan tersebut malah sudah benar dan kalau dibetulkan malah jadi menjadi kurang tepat, terkadang salahnya itu cuman di masalah kalimat formal dan informalnya",5
aplikasi ini sangat bagus,5
duolingo ini bikin aku jadi suka belajar,5
luar biasa bisa mendapat tuntutan dari mudah sampai pandai.,5
belajar bahasa asing gratis cepat n mantap,5
pembelajaran jadi seru,5
aplikasi nya bagus bgtt aku belajar bahasa japan dari sini aku pake Duolingo untuk ngambil dan hafal beberapa kosa kata yg aku gunakan sehari hari ini rekomendasi bgt buat kalian yg mau belajar bahasa asing,5
saya menjadi pintar berbasis inngris dengan aplikasi Duolingo saya sangat berterima kasih dengan aplikasi Duolingo,5
Doulingo membantu saya dalam belajar bahasa inggris,5
sangat menyenangkan,4
sangat bisa di andalkan🫡🫰,5
menarik dan seruu,5
saya sangat suka karena mudah dan seru seperti game,5
"membuat anak-anak senang belajar bahasa.Duolingo mengajar dengan teknik game, jadi seru untuk belajar dan sangat senang belajar bahasa khususnya anak anak.",5
seru sekali belajar di doulingo fix harus download belajar nya seru,5
"aplikasi ini sangat berguna untuk kita, jika kita ingin belajar bahasa lain",5
"aplikasi ini bagus, tapi tolak ng iklannya dikurangi",5
belajarnya seru kaya main gem yang berlevel gituloh ini si bagus dan menarik 😤😤😤❤️❤️❤️,5
sangat membantuuuu🤩🤩,5
aplikasi ini sangat baguss,5
seru banget,5
sangat bagus,5
sangat seru,5
sangat bagus tapi maaf jika saya tidak sering belajar karena saya masih Sekolah dan tidak sering main HP,5
terbaik,5
bagus buat pemula yg mau belajar bahasa,4
kok ga bisa msuk,5
"Duolingo bagus banget aku jadi lebih lancar bahasa Inggris, dan setiap update bagus banget",5
bagus sekali untuk belajar berbagai macam bahasa,5
sangat membantu bagi pemula,5
mantap,5
bagus banget aplikasi nya kaya lagi main game padahal belajar bahasa Inggris ini juga bisa bahasa yang lain selain bahasa Inggris cocok untuk anak anak ga banyak iklan yang paling penting gratis kok mantep deh ini aplikasi terbaik👍💯,5
belajar dengan cara menyenangkan,4
bagus aj wkwkwk,5
sangat cocok untuk anak sekolah,4
bagus,5
sangat bagus,5
bagus banget untuk anak anak bangsa mempelajari ilmu bahasa,5
mudah untuk di pelajari,5
Duo kurang ajar. di kalender runtunan gak ada yang bolong harinya. kenapa tiba-tiba runtunannya ngulang dari satu lagi.😭,5
gacor,4
sungguh membantu kita untuk belajar lebih giat,5
bagus banget rekomend untuk temen temen yang mau belajar bahasa asing dengan mudah,5
ini sangat menyenangkan untuk belajar 🤭,5
apk Sangatlah membantu,5
"pleaseee ini yang paling bagus, aku suka, suka banget",5
good,4
sangat sangat membantu dalam belajar english terutama penulisan dan pronounce,5
kamu keren seru dan asik banget,5
menurutku bisa untuk lebih baik dalam pengenalan di hasa Inggris,4
karena bagus..dan aplikasi ini bisa membantu untuk belajar bahasa apa saja!:),5
sangat bagus dan bisa cepat mengerti,5
geme bagus sekali reting lima,5
"saya sangat suka apk ini, karna bisa membantu saya belajar bahasa asing dan tidak membuat saya merasa bosan",5
sangat terbaik untuk aku saya yang belum pandai bahasa Inggris sekarang sudah lumayan pintar GOOD JOOB DUOLINGO👍🏻👍🏻👍🏻🤩,5
aku dapat dengan mudah belajar bahasa Terima kasih,5
sangat membantu,5
"membantu kami belajar,tapi serasa gamee😍😍😍😍",5
membantu srkali,5
sangat membantu aku akan terus belajar disini,4
seru dan bisa mempelajari matematika musik ngak cuman bahasa doang,5
agak bagus tapi katanya GK nyambung and gayy,3
sangat seru dan juga pelajarannya sangat mudah walaupun ada yang sudah tapi tetap seru jadi semangat terus deh belajar di duolingo,5
ini bisa membantu sya belajar bahasa Inggris dengar cepat,5
Dulinggo itu bagus bisa bermacam macam bahasa jadi bagus untuk belajar jadi aku kasih bintang lima untuk dulinggo,5
bagus banget aplikasinya aku sangat suka tapi koko abis belajar ada iklannya sih ih nyebelin,5
soo godd,5
Aplikasi yang sangat bermanfaat untuk mengenalkan diri anda dengan Bahasa Internasional di Dunia,5
bisa belajar berbahasa asing dan menambah kosakata muu,5
aplikasi ini sangat membantu,5
sya aplikasi ini sangat membantu. Yang lebih sya suka adalah mengingatkan saya untuk belajar kembali😁,5
good,5
baik,5
saya jadi pintar bahasa Inggris!,5
bgs bgttt aku jdi lebih baik Mandarin nyaa b jepang jugaa bahkan bahasa koreaa buruan download!!!,5
"Bantu bangettt,aku jadi bisa bicara bareng orang buleee dan juga aku juara 1 🔥🔥",5
busuk banyak iklan dajal,2
bagus sangat membantu semoga dengan aplikasi ini saya bisa lancar berbahasa Inggris,5
aplikasi ini sungguh meledak ledak,5
bagus bangeet,5
karena sangat²seru,5
hello! i am from indonesia. i think this app is very helpful. maybe some people complain about ads. but duolingo has said that ads will help their mission.,5
"seruu bangett, sukaa😭💗 pembelajarannya sangat mudah dimengerti🤭",5
BAGUSSS BANGEEETTTT,5
"Mantap Duolingo, sering sering ngasih Duolingo Max gratis yah😋",5
"bagus saya jadi banyak belajar, tapi tolong hatinya dijadikan 10 biji",5
"terima kasih duolingo, semoga saya bisa lebih percaya diri belajar bahasa inggris melalui apk ini dan semakin lancar, thanks🩷",5
"bagus banget buat anak q yg pengen bgt bisa bahasa inggris,dlam waktu 2 BLN udh lancar Alhamdulillah😁🙏🏻",5
sangat membantu bagi yang belum paham bahasa inggris,5
mantap bikin asik belajar bahasa,5
bagus untuk belajar,5
"Duolingo sangatlah membantu dalam belajar dan mengajar bahasa-bahasa di dunia, Duolingo juga membantu untuk memahami maksud dari bahasa-bahasa di dunia,bagiku mendownload aplikasi Duolingo itu juga bermanfaat untuk menjadi les harian,Terimakasih Duolingo...",5
permainan yang luar biasa. dapat membantu saya mempelajari bahasa Inggris dengan sempurna dan benar,5
great and perferct,5
"aplikasi ini sangat bagus untuk belajar berbagai macam bahasa, semoga kedepannya jauh lebih bagus ya.",5
aplikasi yang bagus banget.. untuk belajar semua bahasa. Terimakasih Duolingo,5
bagus,5
"aku ksih bintang 5 soalnya ini bgus bngettt dan aku milih bhs Inggris, bhs. Inggris ku makin lancar, apalgi nilai bhs. Inggris ku sering 95 keatas. dan ada jga bhs lain nya seperti Korea, Jepang dll. di sni aku memilih bhs Inggris untuk pendidikan klian jg bisa memilih untuk berkomunikasi dengan org luar negeri atau lainnya pilihan ny jg bnyak lohhhh!!! tpii ada jg belajar max nya itupun harus dibayar tpi tenang ajaa soalnya ada jg gratiss. kalian gk mau download Duolingo dan cobain nihh😎😎😎",5
"aplikasi ini sangat berguna bagi pelajar, saya suka Duolingo karena membantu saya saat belajar bahasa luar :)",5
sangat bagus dan gampang dan jadi cepat belajar bahasa Inggris,5
bagus bgt,5
it's so very nice to the learning,2
"untuk panggilan video saya mau lebih di panjangkan sedikit durasinya, dan untuk topiknya agar kita bisa seperti berinteraksi langsung dengan orang Jepang. untuk layanan saya sangat menikmatinya.... 👍👍👍👍",5
suka banget,5
"bagus apk nya buat pemula yg mau belajar bahasa,,, ada iklan nya tapi tidak mengganggu",5
bagus,5
membantuu,5
trimakasih Duolingo berkat kamu aku jadi bisa bahasa Jepang dikit dikit,5
4 bintang dulu yaaa 🤩🤩,4
"bagus banget aku suka udah 4 hari belajar bahasa Jepang ehhh, ternyata bisa donkkk",5
mantap,5
aku suka banget hari libur jadi belajar aplikasinya seru kaya game,5
bisa bikin aku pinterrrr,5
"keren, bisa belajar 2 bahasa. aku belajar bahasa inggris sama Korea dan sekarang lumayan bisa",5
"suka, mudah, membantu",4
nice aplikasi,5
definisi belajar bahasa dengan asik👍🏻👍🏻👍🏻,5
bagus banget duolinggo aku jadi lancar bicara bahasa inggrisnya,5
Bagus banget,5
bagus banget 👍🏼,5
sangatt amat baguss saya sukaaa bagus sekaliii bgss pokoknya gampang cocok buat pemula bahasa,5
blajar dengan mudah sambil bermain❤️👏😍😘,5
sangat menyenangkan untuk belajar bahasa inggris di duolingo palajaran sangat gampang ad juga yg susah duolingo bagus untuk belajar bahasa yg belum kamu ketahui jangan lupa install sekarang. hanya di duolingo 😆😏🤯,5
menyenangkan ✌️🫶,5
muy y tambien,5
baguss bagettt pokonyaaa,5
good,5
pembelajaran nya sangat menarik dan mudah dipahami,5
aku menyukainya,5
sangat mudah untuk belajar bahasa inggris,5
pembelajar nya mudah di mengerti,5
Duolingo bermacet-macetan dengan ngeloading membuka Duolingo,2
aku sudah tau lebih banyak bahasa Inggris karena DUOLINGO INI💗💗💗💗🤗🤗😻🌹🌹🌹,5
"baguss aku masih umur 5 tahun, jadi nya aku bisa bahasa inggris",4
karena bahasa lain saya bisa saya pelajar kan karena itu lebih suka belajar di Duolingo,5
sangat hebat dan sangat mudah untuk belajar,5
sangat membantu pelajaran saya dalam banyak bahasa terimakasih duolingo!,5
bagus untuk pemula yang mau belajar saya yang awal tidak mengerti bahasa china sekarang bisa,5
sangat bagus untuk belajar bahasa,5
bagus,5
sangat membantu,5
"bagus, pelajarannya mudah, dan dengan adanya runtunan jadi lebih semangat belajar",5
sangat membantu & bermanfaat,5
I DON'T NEED A HEART,5
"update terbarunya malah gak bisa nonton iklan buat dapatin hati 😬 kebanyakan ngelag ,pas mau ngetik bahasa inggris dari suatu kata keyboardnya selalu gak muncul² bikin kesal aja ,trus klw mau nonton iklan kena blac screen iklannya gak muncul,dan juga kadang saat selesai belajar malah ngelag keluar sendiri dari aplikasi,di voice juga udah ngomong berkali-kali dengan benar malah gak di tangkap suara nya , kebanyakan ngelag 😬 terutama pas di pengetikan malah keyboard nya gak muncul²",1
sangat bagus,5
lagi libur sekolah bikin lebih seru,5
aplikasi ini sangat bermanfaat bagi yang ingin belajar bahasa baru!,5
omg bagus untuk melatih saya umur 8 tahun terima kasih DUOLINGO,5
Aku suka dengan Duolingo karena memberikan pembelajaran berbagai bahasa yang ada di dunia,5
bagussssss aku suka banget jadi aku bisa bahasa Inggris dikit dikit karna baru belajar makasih ya duolingo,5
seru njir gua jadi bisa lebih ngerti bahasa inggris gara gara sodara nya tokopedia trus minigame nya juga gampang buat di mengerti tapi tolong iklan nya jangan setiap satu level,5
keren. belajar yg menyenagkan,5
baguss,5
ini sangat seru,5
bagus banget,5
"bagus banget buat belajar bahasa, contohnya belajar bahasa inggris",5
membantu banget,5
bagus,5
"aplikasi ini membantu aku belajar bahasa jepang dan aku sudah bisa bahasa jepang,makasih duolingo udah membantu aku sampai titik ini☺️",5
keren aplikasinya,5
"bagus , asik ! , kalau kita salah bisa Kita koreksi lagiiieeh",5
kebanyakan iklan ni apk,1
suka sekali mudah di pahami,5
bagus bgt bisa jdi pinter,4
"sangat bagus,, saat saya berhasil menjawab soal, duolingo langsung memuji saya. mantapp.",5
apalikasi ini memudahkan untuk belajar bahasa,5
bagus bangetttttt,5
seru banget bisa lebih jauh belajar BHS inggris dll,5
Alhamdulillah sungguh luar biasa Duolingo membantu sekali dalam belajar bahasa Inggris.,5
sangat seru dan membantu,5
Sangat bagus,5
"sekarang susah banget buat nambah hati pdhl biasanya gampang banget buat nambah hati biar bisa belajar trs skrng gabisa, dipencet pun jd kembali lg,,,semoga segear kembali seperti semula yaa,,,semoga juga ada soal latihan buat test toeflnya buat simulasi pemula aja",4
aplikasi ini bagus bgt buat belajar bahasa dan juga aplikasi nya seru,5
thank you duolingo i'm from indonesia🙂☺️,5
aku sangat terbantu setelah belajar Duolingo terima kasih♥️,5
dipaksa beri bintang 5,5
bagus,5
akuu menjadi lebih pintar bahasa seru dan lain lain!,5
mantapppppp,5
bagus dan ramah dan menyenangkan,5
mantab,5
bagus banget,5
keren,5
bagus banget,5
sangat bagus so beautiful,5
game nya seru😻,5
mantap,5
bagus banget untuk pemula,4
sangat keren,5
bahasanya sangatlah mudah di ingat,5
selalu ada tulisan kamu sedang offline padahal jaringan full dan bagus,1
keren bnget buat belajar smoga aman aman aja,4
nice apk,5
sangat membantu,5
have fun studying,5
bagus!!,4
sangat membantu pemula untuk memahami bahasa Inggris,5
